order_id,customer_id,order_date,category,order_value_zar,points_redeemed,order_status,checkout_error
O0019581,C006925,2026-06-23,Electronics,2919.39,0,Returned,
O0019582,C005498,2026-03-24,Electronics,2578.87,0,Delivered,
O0019583,C007088,2026-05-26,Beauty,874.64,0,Delivered,
O0019584,C011448,2026-06-19,Home,314.82,0,Delivered,
O0019585,C009080,2026-01-16,Grocery,2888.64,0,Delivered,
O0019586,C004583,2026-07-16,Electronics,2365.02,0,Delivered,
O0019587,C006936,2026-01-07,Electronics,4090.65,0,Delivered,
O0019588,C011977,2026-04-05,Electronics,2440.44,710,Delivered,
O0019589,C000549,2026-02-11,Electronics,4287.68,0,Delivered,
O0019590,C007899,2026-06-05,Fashion,3542.64,0,Delivered,
O0019591,C008221,2026-06-14,Electronics,2788.86,0,Delivered,
O0019592,C010860,2026-01-25,Fashion,2918.10,0,Returned,
O0019593,C010882,2026-05-05,Electronics,2017.33,1193,Delivered,
O0019594,C000676,2026-06-13,Home,2007.57,1514,Delivered,
O0019595,C010919,2026-02-25,Electronics,753.14,1565,Delivered,
O0019596,C009713,2026-06-09,Electronics,1929.80,0,Returned,
O0019597,C009660,2026-03-10,Fashion,1332.60,0,Delivered,
O0019598,C005817,2026-04-20,Grocery,2094.50,1293,Delivered,
O0019599,C009515,2026-01-18,Home,4297.54,397,Delivered,
O0019600,C008561,2026-06-10,Home,2589.68,782,Delivered,
O0019601,C011281,2026-07-20,Electronics,2366.89,318,Returned,
O0019602,C005954,2026-03-08,Beauty,3721.06,0,Delivered,
O0019603,C005353,2026-03-18,Fashion,4035.42,0,Returned,
O0019604,C007382,2026-05-16,Beauty,2689.75,0,Returned,
O0019605,C008728,2026-05-26,Fashion,2753.29,0,Delivered,
O0019606,C000257,2026-06-03,Fashion,4341.32,0,Delivered,
O0019607,C006933,2026-06-07,Grocery,2269.25,0,Delivered,
O0019608,C003403,2026-03-21,Fashion,2263.62,0,Delivered,
O0019609,C004728,2026-06-19,Beauty,931.10,0,Delivered,
O0019610,C010604,2026-04-15,Home,1131.64,0,Delivered,
O0019611,C005642,2026-07-03,Beauty,3036.91,0,Delivered,
O0019612,C004948,2026-04-05,Electronics,3970.99,0,Returned,
O0019613,C011888,2026-06-21,Home,3995.13,0,Delivered,
O0019614,C000713,2026-03-25,Beauty,2548.09,0,Delivered,
O0019615,C004614,2026-02-10,Grocery,517.14,0,Returned,
O0019616,C007153,2026-04-15,Grocery,4269.31,483,Delivered,
O0019617,C009895,2026-04-03,Electronics,842.52,1725,Delivered,
O0019618,C006801,2026-01-19,Grocery,1796.89,0,Delivered,
O0019619,C009543,2026-07-09,Grocery,386.86,0,Returned,
O0019620,C001161,2026-06-19,Electronics,830.09,0,Delivered,
O0019621,C004322,2026-07-05,Grocery,2344.65,1554,Delivered,
O0019622,C002407,2026-01-01,Electronics,1132.50,0,Delivered,
O0019623,C004710,2026-01-27,Beauty,933.34,0,Returned,
O0019624,C009781,2026-07-14,Fashion,4331.62,0,Delivered,
O0019625,C009651,2026-07-02,Beauty,2724.17,0,Delivered,
O0019626,C010804,2026-01-20,Electronics,453.87,1231,Delivered,
O0019627,C010405,2026-01-19,Home,1296.12,0,Delivered,
O0019628,C001126,2026-05-22,Grocery,3542.14,696,Returned,
O0019629,C009390,2026-06-24,Grocery,3173.07,0,Delivered,
O0019630,C006588,2026-03-05,Grocery,4241.88,0,Delivered,
O0019631,C007161,2026-04-16,Electronics,3468.61,0,Delivered,
O0019632,C006293,2026-03-19,Beauty,2784.11,694,Delivered,
O0019633,C008764,2026-04-03,Beauty,3189.26,0,Delivered,
O0019634,C007173,2026-07-11,Electronics,3430.98,0,Delivered,
O0019635,C001007,2026-03-24,Fashion,2930.34,0,Delivered,
O0019636,C002609,2026-05-09,Grocery,561.15,0,Delivered,
O0019637,C002639,2026-06-19,Home,3749.99,0,Delivered,
O0019638,C008655,2026-01-26,Fashion,1715.41,0,Returned,
O0019639,C005732,2026-04-06,Grocery,2191.77,0,Delivered,
O0019640,C010835,2026-04-15,Grocery,387.45,0,Delivered,
O0019641,C011615,2026-07-22,Electronics,2707.00,0,Returned,
O0019642,C011139,2026-01-07,Beauty,1817.62,0,Delivered,
O0019643,C002130,2026-07-14,Fashion,3139.25,0,Delivered,
O0019644,C005918,2026-04-02,Beauty,3031.24,261,Delivered,
O0019645,C007352,2026-05-13,Electronics,2744.73,0,Returned,
O0019646,C011978,2026-03-10,Grocery,1381.58,0,Delivered,
O0019647,C008809,2026-05-21,Electronics,1498.76,573,Delivered,
O0019648,C006143,2026-02-09,Home,2174.72,0,Delivered,
O0019649,C006693,2026-06-12,Grocery,3230.05,0,Delivered,
O0019650,C000269,2026-06-02,Grocery,963.97,0,Delivered,
O0019651,C002311,2026-04-25,Beauty,2636.02,1252,Delivered,
O0019652,C008247,2026-04-02,Beauty,2681.04,463,Delivered,
O0019653,C004536,2026-03-16,Electronics,3388.04,0,Delivered,
O0019654,C001846,2026-06-02,Home,1248.79,0,Delivered,
O0019655,C006281,2026-02-05,Home,452.18,0,Delivered,
O0019656,C007901,2026-01-06,Grocery,4195.77,0,Returned,
O0019657,C009465,2026-03-13,Fashion,3639.36,0,Delivered,
O0019658,C002209,2026-03-14,Home,1102.27,0,Returned,
O0019659,C001666,2026-07-23,Beauty,1739.51,0,Returned,
O0019660,C004694,2026-02-24,Electronics,2355.02,0,Delivered,
O0019661,C001905,2026-04-17,Electronics,2512.73,543,Delivered,
O0019662,C000119,2026-06-01,Beauty,4286.69,0,Delivered,
O0019663,C008652,2026-06-24,Beauty,786.74,0,Returned,
O0019664,C002190,2026-04-06,Home,1341.87,0,Delivered,
O0019665,C011944,2026-07-26,Fashion,1117.03,0,Returned,
O0019666,C011512,2026-06-03,Home,2776.63,0,Returned,
O0019667,C002631,2026-01-12,Grocery,3338.22,0,Delivered,
O0019668,C003489,2026-06-27,Home,3174.23,0,Delivered,
O0019669,C003021,2026-02-17,Fashion,1384.86,0,Returned,
O0019670,C002895,2026-04-08,Electronics,1096.72,0,Delivered,
O0019671,C000859,2026-03-01,Beauty,2113.61,0,Returned,
O0019672,C000855,2026-05-07,Home,2672.87,0,Delivered,
O0019673,C008548,2026-03-11,Home,1590.59,0,Delivered,
O0019674,C007140,2026-02-27,Fashion,972.29,0,Returned,
O0019675,C003632,2026-05-12,Beauty,1351.66,0,Returned,
O0019676,C006962,2026-07-04,Home,2130.49,0,Returned,
O0019677,C009882,2026-01-14,Fashion,3741.08,486,Delivered,
O0019678,C011455,2026-04-01,Grocery,2722.11,1395,Delivered,
O0019679,C006321,2026-02-10,Electronics,3890.17,0,Returned,
O0019680,C011935,2026-07-08,Home,1861.60,0,Delivered,
O0019681,C008318,2026-02-25,Electronics,492.84,0,Delivered,
O0019682,C006176,2026-06-02,Beauty,1181.36,1330,Delivered,
O0019683,C009984,2026-05-14,Grocery,2971.20,566,Returned,
O0019684,C008725,2026-05-21,Fashion,2262.34,0,Delivered,
O0019685,C002683,2026-03-09,Home,3210.46,0,Delivered,
O0019686,C003390,2026-05-13,Grocery,1342.20,0,Returned,
O0019687,C007109,2026-01-26,Home,985.18,0,Returned,
O0019688,C004441,2026-07-17,Home,1498.58,0,Returned,
O0019689,C010858,2026-02-17,Grocery,2664.06,1813,Delivered,
O0019690,C004883,2026-01-02,Beauty,1298.73,0,Delivered,
O0019691,C011971,2026-07-02,Grocery,1428.39,0,Returned,
O0019692,C004527,2026-06-16,Beauty,3933.85,0,Delivered,
O0019693,C002119,2026-02-08,Electronics,2676.81,0,Delivered,
O0019694,C005524,2026-05-03,Beauty,1999.15,0,Delivered,
O0019695,C011032,2026-01-19,Fashion,1576.87,0,Returned,
O0019696,C010588,2026-07-25,Home,2145.92,0,Returned,
O0019697,C010130,2026-02-02,Home,3464.61,465,Delivered,
O0019698,C009947,2026-05-26,Home,2599.10,0,Returned,
O0019699,C011684,2026-01-03,Grocery,2776.11,0,Delivered,
O0019700,C009979,2026-05-26,Electronics,343.79,0,Returned,
O0019701,C011777,2026-03-20,Beauty,3017.36,0,Delivered,
O0019702,C006841,2026-02-13,Electronics,1214.01,0,Delivered,
O0019703,C000922,2026-01-23,Electronics,4370.06,0,Returned,
O0019704,C004952,2026-01-10,Grocery,2222.81,0,Delivered,
O0019705,C011039,2026-05-12,Beauty,1223.99,0,Delivered,
O0019706,C007634,2026-05-06,Beauty,2098.06,0,Delivered,
O0019707,C007157,2026-02-24,Beauty,1113.65,0,Delivered,
O0019708,C000061,2026-06-10,Home,2446.52,957,Delivered,
O0019709,C005918,2026-01-27,Beauty,3574.53,0,Delivered,
O0019710,C011093,2026-02-01,Home,3294.13,0,Returned,
O0019711,C000849,2026-01-13,Fashion,2606.76,370,Delivered,
O0019712,C002095,2026-03-20,Electronics,4203.31,0,Delivered,
O0019713,C002303,2026-03-14,Home,1319.96,1134,Returned,
O0019714,C009879,2026-06-22,Electronics,4375.61,0,Delivered,
O0019715,C010582,2026-04-01,Home,3087.24,0,Delivered,
O0019716,C009980,2026-03-20,Electronics,2252.31,0,Delivered,
O0019717,C010598,2026-01-26,Fashion,1360.73,0,Returned,
O0019718,C008888,2026-02-16,Beauty,1159.37,0,Delivered,
O0019719,C002178,2026-07-16,Beauty,2827.93,0,Delivered,
O0019720,C009429,2026-06-20,Home,2474.86,0,Delivered,
O0019721,C003636,2026-02-06,Grocery,1526.13,0,Delivered,
O0019722,C010275,2026-03-20,Beauty,3429.78,0,Delivered,
O0019723,C001814,2026-06-14,Beauty,3186.03,0,Delivered,
O0019724,C005754,2026-02-22,Grocery,2904.93,0,Returned,
O0019725,C009149,2026-07-07,Home,3663.45,0,Delivered,
O0019726,C001811,2026-01-21,Beauty,3595.27,271,Returned,
O0019727,C010572,2026-03-26,Fashion,3253.06,0,Delivered,
O0019728,C011533,2026-07-15,Fashion,701.82,157,Delivered,
O0019729,C003100,2026-06-25,Grocery,2977.13,0,Delivered,
O0019730,C007395,2026-03-15,Fashion,2795.65,0,Returned,
O0019731,C009099,2026-01-14,Beauty,3364.91,0,Returned,
O0019732,C003059,2026-02-18,Grocery,480.52,0,Delivered,
O0019733,C006889,2026-06-05,Grocery,2329.95,0,Returned,
O0019734,C005756,2026-01-12,Beauty,1009.14,0,Delivered,
O0019735,C002042,2026-02-09,Beauty,2607.95,0,Returned,
O0019736,C004102,2026-01-08,Home,3993.91,600,Delivered,
O0019737,C003117,2026-07-12,Home,322.36,0,Delivered,
O0019738,C001750,2026-03-02,Fashion,2770.42,1289,Delivered,
O0019739,C009597,2026-07-04,Electronics,463.32,0,Delivered,
O0019740,C008794,2026-07-17,Grocery,3414.49,0,Delivered,
O0019741,C001280,2026-07-06,Grocery,2717.08,0,Returned,
O0019742,C002284,2026-05-21,Grocery,2000.27,0,Returned,
O0019743,C005332,2026-01-12,Fashion,465.37,0,Returned,
O0019744,C000863,2026-06-15,Fashion,3701.12,0,Delivered,
O0019745,C001283,2026-02-13,Electronics,1719.33,0,Returned,
O0019746,C006914,2026-03-08,Home,2060.08,0,Returned,
O0019747,C003308,2026-03-07,Beauty,3360.82,0,Delivered,
O0019748,C011846,2026-03-23,Beauty,4267.30,0,Delivered,
O0019749,C004881,2026-01-25,Grocery,2759.85,0,Delivered,
O0019750,C008369,2026-01-07,Electronics,3186.79,1677,Delivered,
O0019751,C006848,2026-07-17,Fashion,3135.34,0,Delivered,
O0019752,C010163,2026-04-05,Electronics,743.65,0,Delivered,
O0019753,C006847,2026-02-12,Beauty,3594.71,0,Delivered,
O0019754,C004703,2026-07-14,Beauty,498.14,0,Delivered,
O0019755,C000728,2026-02-11,Home,625.19,0,Delivered,
O0019756,C006276,2026-02-12,Grocery,1126.79,0,Delivered,
O0019757,C005710,2026-04-09,Fashion,1708.34,0,Delivered,
O0019758,C008172,2026-07-25,Grocery,1273.28,0,Delivered,
O0019759,C005953,2026-04-22,Electronics,3550.81,0,Delivered,
O0019760,C003511,2026-02-14,Beauty,3777.93,0,Delivered,
O0019761,C010327,2026-03-06,Electronics,4323.59,0,Returned,
O0019762,C007798,2026-04-19,Grocery,3232.03,1824,Delivered,
O0019763,C010517,2026-06-12,Electronics,4156.92,0,Delivered,
O0019764,C011577,2026-06-14,Electronics,2476.88,0,Delivered,
O0019765,C011210,2026-07-24,Grocery,2175.58,0,Returned,
O0019766,C009277,2026-07-18,Beauty,1869.83,0,Delivered,
O0019767,C007437,2026-05-17,Beauty,3081.18,0,Delivered,
O0019768,C011747,2026-07-04,Grocery,824.26,0,Delivered,
O0019769,C001138,2026-01-14,Electronics,4281.90,0,Delivered,
O0019770,C002616,2026-07-13,Electronics,333.79,0,Returned,
O0019771,C004328,2026-05-07,Grocery,4372.74,0,Delivered,
O0019772,C001963,2026-03-04,Grocery,3452.96,0,Delivered,
O0019773,C007990,2026-07-13,Fashion,3535.50,1031,Delivered,
O0019774,C009170,2026-05-02,Fashion,1064.39,0,Returned,
O0019775,C010466,2026-06-08,Fashion,2081.63,0,Delivered,
O0019776,C009393,2026-07-22,Home,4151.71,0,Delivered,
O0019777,C010951,2026-01-26,Home,441.71,0,Delivered,
O0019778,C005345,2026-04-08,Electronics,213.91,0,Delivered,
O0019779,C010637,2026-07-13,Electronics,1569.21,0,Delivered,
O0019780,C004031,2026-04-09,Fashion,1061.86,0,Returned,
O0019781,C007936,2026-04-16,Fashion,2230.95,0,Delivered,
O0019782,C006203,2026-05-16,Electronics,4039.93,0,Delivered,
O0019783,C004253,2026-02-16,Fashion,2853.89,0,Delivered,
O0019784,C005359,2026-05-02,Grocery,744.99,332,Returned,
O0019785,C011753,2026-05-18,Beauty,1503.03,0,Delivered,
O0019786,C003764,2026-05-07,Beauty,487.72,0,Delivered,
O0019787,C003253,2026-01-11,Fashion,765.59,0,Delivered,
O0019788,C008621,2026-03-22,Fashion,831.60,0,Delivered,
O0019789,C011184,2026-02-14,Fashion,2326.93,262,Delivered,
O0019790,C004853,2026-01-08,Fashion,551.03,0,Delivered,
O0019791,C003205,2026-05-03,Home,2001.83,1809,Returned,
O0019792,C003555,2026-05-06,Grocery,3112.57,0,Delivered,
O0019793,C000839,2026-01-09,Electronics,1311.39,0,Returned,
O0019794,C008701,2026-04-10,Grocery,2064.78,0,Delivered,
O0019795,C008746,2026-01-27,Home,3324.21,0,Returned,
O0019796,C010372,2026-03-22,Beauty,3609.04,0,Delivered,
O0019797,C007359,2026-03-02,Electronics,3352.21,0,Delivered,
O0019798,C004363,2026-03-09,Grocery,562.19,0,Returned,
O0019799,C002689,2026-05-23,Beauty,3682.10,0,Delivered,
O0019800,C006003,2026-06-06,Grocery,2084.55,0,Delivered,
O0019801,C006241,2026-04-12,Electronics,2362.11,0,Delivered,
O0019802,C006681,2026-04-05,Electronics,4166.60,0,Returned,
O0019803,C001438,2026-01-03,Grocery,1749.49,0,Returned,
O0019804,C011911,2026-03-17,Grocery,589.02,0,Delivered,
O0019805,C008145,2026-02-21,Fashion,3048.46,0,Delivered,
O0019806,C005327,2026-06-03,Fashion,3845.89,0,Delivered,
O0019807,C004857,2026-06-24,Home,4273.77,0,Delivered,
O0019808,C002845,2026-07-20,Grocery,2508.13,0,Delivered,
O0019809,C010890,2026-06-18,Beauty,1803.43,0,Delivered,
O0019810,C001435,2026-06-09,Beauty,3714.47,0,Returned,
O0019811,C010795,2026-07-06,Electronics,3579.77,0,Delivered,
O0019812,C007412,2026-06-05,Electronics,3373.42,0,Delivered,
O0019813,C002849,2026-07-11,Grocery,3992.85,0,Delivered,
O0019814,C007397,2026-04-11,Fashion,3404.57,0,Returned,
O0019815,C005652,2026-03-18,Grocery,1948.17,0,Delivered,
O0019816,C009116,2026-07-13,Home,1003.24,0,Delivered,
O0019817,C000276,2026-02-07,Grocery,981.35,1680,Delivered,
O0019818,C003573,2026-03-26,Beauty,2769.89,1344,Returned,
O0019819,C000542,2026-03-06,Fashion,2876.41,0,Returned,
O0019820,C003993,2026-01-04,Electronics,1606.24,0,Delivered,
O0019821,C010751,2026-04-11,Fashion,2727.57,0,Delivered,
O0019822,C003090,2026-06-17,Home,1562.25,1417,Delivered,
O0019823,C002203,2026-04-01,Beauty,2049.46,0,Delivered,
O0019824,C002732,2026-03-04,Fashion,736.85,0,Delivered,
O0019825,C004193,2026-05-12,Home,3371.40,0,Delivered,
O0019826,C002420,2026-02-21,Electronics,943.27,748,Returned,
O0019827,C006285,2026-05-15,Fashion,3459.63,0,Returned,
O0019828,C003729,2026-07-06,Grocery,2563.54,0,Returned,
O0019829,C008938,2026-06-18,Fashion,3309.15,0,Delivered,
O0019830,C008034,2026-07-03,Home,3283.94,0,Delivered,
O0019831,C003076,2026-03-08,Electronics,3456.73,0,Delivered,
O0019832,C010938,2026-06-15,Grocery,2869.11,0,Delivered,
O0019833,C003761,2026-03-09,Fashion,1083.18,0,Delivered,
O0019834,C010117,2026-07-27,Beauty,2728.22,0,Delivered,
O0019835,C011089,2026-05-12,Home,897.09,0,Delivered,
O0019836,C004717,2026-02-08,Fashion,1267.12,0,Delivered,
O0019837,C007240,2026-07-04,Grocery,771.06,0,Returned,
O0019838,C002868,2026-05-07,Fashion,564.53,0,Delivered,
O0019839,C008129,2026-07-07,Home,3364.26,0,Delivered,
O0019840,C002914,2026-05-20,Beauty,2638.59,0,Delivered,
O0019841,C000967,2026-03-06,Fashion,919.01,0,Delivered,
O0019842,C009117,2026-01-11,Beauty,1437.01,446,Delivered,
O0019843,C011158,2026-01-02,Grocery,2138.31,0,Delivered,
O0019844,C007587,2026-04-26,Electronics,2815.64,0,Delivered,
O0019845,C005938,2026-04-08,Home,2070.56,0,Delivered,
O0019846,C006867,2026-02-19,Fashion,2442.63,1433,Delivered,
O0019847,C000171,2026-05-24,Electronics,3654.15,0,Returned,
O0019848,C007328,2026-07-19,Beauty,217.23,457,Delivered,
O0019849,C008422,2026-02-14,Grocery,972.24,0,Delivered,
O0019850,C002818,2026-07-11,Beauty,1471.19,0,Delivered,
O0019851,C011152,2026-02-08,Home,922.31,0,Returned,
O0019852,C005097,2026-05-16,Grocery,741.37,0,Delivered,
O0019853,C003663,2026-02-02,Grocery,1944.07,0,Delivered,
O0019854,C008233,2026-06-24,Grocery,2082.92,0,Delivered,
O0019855,C003594,2026-03-15,Grocery,3862.91,0,Delivered,
O0019856,C004522,2026-07-26,Fashion,2812.73,0,Delivered,
O0019857,C006791,2026-05-26,Fashion,3194.72,0,Delivered,
O0019858,C003168,2026-04-07,Beauty,1748.57,0,Returned,
O0019859,C009074,2026-05-10,Electronics,1892.21,1313,Delivered,
O0019860,C003889,2026-06-06,Electronics,2586.39,0,Delivered,
O0019861,C009090,2026-02-12,Electronics,487.67,0,Delivered,
O0019862,C000069,2026-05-11,Electronics,2090.94,499,Returned,
O0019863,C001036,2026-05-15,Grocery,2394.80,0,Delivered,
O0019864,C009782,2026-07-18,Beauty,690.89,0,Delivered,
O0019865,C006478,2026-03-10,Home,690.84,0,Delivered,
O0019866,C004959,2026-02-26,Home,1972.05,1445,Delivered,
O0019867,C003809,2026-07-18,Home,4315.80,0,Delivered,
O0019868,C002424,2026-03-08,Fashion,2745.91,1325,Returned,
O0019869,C003704,2026-02-25,Electronics,1192.67,0,Delivered,
O0019870,C002705,2026-01-08,Beauty,353.85,0,Returned,
O0019871,C000868,2026-03-19,Fashion,4064.40,1615,Failed,loyalty_redemption_timeout
O0019872,C010845,2026-02-05,Beauty,2102.63,0,Delivered,
O0019873,C006504,2026-02-18,Grocery,1568.70,0,Delivered,
O0019874,C008182,2026-01-12,Beauty,2705.02,0,Delivered,
O0019875,C003838,2026-01-08,Grocery,2786.78,0,Delivered,
O0019876,C002459,2026-03-04,Electronics,2682.18,714,Delivered,
O0019877,C009488,2026-06-17,Fashion,3080.11,0,Delivered,
O0019878,C004728,2026-01-23,Beauty,924.20,0,Delivered,
O0019879,C002481,2026-05-01,Grocery,3562.42,1278,Failed,loyalty_redemption_timeout
O0019880,C004944,2026-04-11,Electronics,1455.98,0,Delivered,
O0019881,C010506,2026-04-25,Electronics,1601.62,0,Returned,
O0019882,C011398,2026-05-15,Beauty,2122.58,342,Delivered,
O0019883,C006874,2026-07-24,Fashion,3316.26,0,Delivered,
O0019884,C000170,2026-04-07,Electronics,1579.42,0,Returned,
O0019885,C008885,2026-07-17,Home,1450.76,0,Returned,
O0019886,C007889,2026-04-22,Beauty,3181.58,0,Delivered,
O0019887,C011150,2026-01-23,Fashion,391.23,0,Delivered,
O0019888,C001326,2026-02-13,Home,1610.20,0,Delivered,
O0019889,C008884,2026-05-14,Grocery,3040.56,0,Delivered,
O0019890,C006628,2026-06-12,Home,345.54,1784,Returned,
O0019891,C010862,2026-03-03,Grocery,2282.74,0,Delivered,
O0019892,C010533,2026-06-19,Beauty,1901.54,0,Delivered,
O0019893,C009940,2026-05-06,Beauty,1711.90,0,Delivered,
O0019894,C000396,2026-06-21,Grocery,1833.00,1011,Returned,
O0019895,C009248,2026-02-21,Beauty,378.61,0,Delivered,
O0019896,C005478,2026-01-02,Home,2875.98,0,Returned,
O0019897,C011309,2026-05-14,Electronics,558.42,0,Delivered,
O0019898,C002846,2026-03-07,Grocery,1659.13,0,Delivered,
O0019899,C002367,2026-05-25,Beauty,1781.87,0,Returned,
O0019900,C000024,2026-02-14,Beauty,2766.73,466,Delivered,
O0019901,C004589,2026-07-13,Grocery,2606.71,0,Returned,
O0019902,C011079,2026-05-20,Home,3071.95,0,Delivered,
O0019903,C009568,2026-03-06,Home,2538.86,0,Returned,
O0019904,C006628,2026-04-13,Beauty,727.31,0,Delivered,
O0019905,C004218,2026-05-09,Fashion,3521.95,0,Delivered,
O0019906,C003930,2026-02-18,Beauty,3489.03,0,Returned,
O0019907,C002037,2026-04-09,Fashion,4063.13,0,Returned,
O0019908,C002472,2026-04-10,Grocery,2848.28,0,Delivered,
O0019909,C008585,2026-02-26,Fashion,1456.35,0,Delivered,
O0019910,C011642,2026-03-15,Fashion,3130.00,0,Delivered,
O0019911,C002062,2026-04-01,Electronics,4213.49,0,Delivered,
O0019912,C007379,2026-05-17,Grocery,491.81,0,Returned,
O0019913,C002927,2026-06-19,Electronics,1019.91,673,Failed,loyalty_redemption_timeout
O0019914,C001480,2026-06-23,Electronics,2338.89,0,Delivered,
O0019915,C010784,2026-05-19,Grocery,4306.10,0,Delivered,
O0019916,C007682,2026-01-16,Electronics,4054.91,0,Delivered,
O0019917,C010937,2026-03-04,Home,2223.53,0,Returned,
O0019918,C000396,2026-06-23,Fashion,3154.99,0,Returned,
O0019919,C001097,2026-02-10,Fashion,3816.20,0,Returned,
O0019920,C001554,2026-02-14,Beauty,355.87,500,Delivered,
O0019921,C000533,2026-03-21,Grocery,1113.88,0,Delivered,
O0019922,C007257,2026-03-17,Beauty,4004.22,0,Delivered,
O0019923,C011096,2026-04-17,Grocery,998.39,0,Delivered,
O0019924,C000953,2026-01-05,Home,2488.35,841,Returned,
O0019925,C006633,2026-06-17,Beauty,1653.61,0,Returned,
O0019926,C004310,2026-03-17,Fashion,802.19,0,Returned,
O0019927,C005584,2026-06-04,Beauty,3158.61,854,Returned,
O0019928,C009530,2026-01-08,Beauty,687.75,0,Delivered,
O0019929,C007537,2026-06-17,Electronics,3813.42,0,Returned,
O0019930,C011427,2026-06-26,Grocery,727.95,0,Delivered,
O0019931,C008741,2026-05-21,Grocery,3384.51,0,Returned,
O0019932,C003512,2026-04-02,Beauty,435.44,0,Delivered,
O0019933,C005472,2026-01-06,Beauty,1674.20,0,Delivered,
O0019934,C005191,2026-02-10,Beauty,3511.32,0,Returned,
O0019935,C010961,2026-02-19,Electronics,2922.53,0,Delivered,
O0019936,C004881,2026-07-05,Beauty,767.29,764,Delivered,
O0019937,C010531,2026-03-14,Beauty,3858.94,0,Delivered,
O0019938,C009484,2026-05-03,Beauty,3140.60,0,Returned,
O0019939,C000741,2026-06-24,Beauty,2075.03,0,Delivered,
O0019940,C008206,2026-06-14,Grocery,3657.65,0,Delivered,
O0019941,C004095,2026-04-18,Home,2613.27,0,Delivered,
O0019942,C011184,2026-06-01,Home,2706.10,0,Delivered,
O0019943,C008112,2026-06-15,Electronics,969.03,512,Returned,
O0019944,C001358,2026-05-06,Grocery,204.15,0,Delivered,
O0019945,C009348,2026-02-01,Home,3301.08,0,Delivered,
O0019946,C000262,2026-07-02,Home,3132.88,861,Failed,loyalty_redemption_timeout
O0019947,C009661,2026-02-17,Beauty,620.73,0,Delivered,
O0019948,C005066,2026-06-22,Beauty,3630.17,0,Delivered,
O0019949,C007085,2026-01-26,Fashion,1720.65,272,Delivered,
O0019950,C011479,2026-03-19,Beauty,1771.93,0,Delivered,
O0019951,C006928,2026-07-17,Fashion,4325.98,0,Returned,
O0019952,C005427,2026-05-01,Beauty,3055.43,0,Delivered,
O0019953,C007271,2026-05-15,Beauty,2637.65,0,Returned,
O0019954,C006870,2026-07-26,Beauty,3817.84,0,Delivered,
O0019955,C006832,2026-07-19,Beauty,362.33,0,Delivered,
O0019956,C002723,2026-04-05,Grocery,211.77,169,Delivered,
O0019957,C006976,2026-04-20,Electronics,2261.67,0,Delivered,
O0019958,C007405,2026-04-04,Home,624.12,0,Delivered,
O0019959,C010548,2026-05-23,Fashion,2021.62,0,Returned,
O0019960,C008843,2026-02-10,Home,3427.96,0,Delivered,
O0019961,C010474,2026-01-21,Grocery,639.13,0,Delivered,
O0019962,C008572,2026-07-17,Electronics,4304.73,0,Returned,
O0019963,C003337,2026-01-18,Electronics,298.65,0,Delivered,
O0019964,C006724,2026-06-09,Fashion,821.00,753,Returned,
O0019965,C002838,2026-02-11,Electronics,3981.20,0,Delivered,
O0019966,C007243,2026-06-05,Home,1152.47,0,Returned,
O0019967,C006944,2026-01-18,Fashion,319.88,0,Delivered,
O0019968,C007432,2026-01-04,Beauty,2651.05,744,Delivered,
O0019969,C006781,2026-07-24,Electronics,2568.98,0,Delivered,
O0019970,C003814,2026-02-10,Fashion,823.42,290,Delivered,
O0019971,C004819,2026-05-10,Fashion,488.23,0,Returned,
O0019972,C009213,2026-05-08,Electronics,3629.77,0,Delivered,
O0019973,C005488,2026-02-11,Home,1967.15,0,Delivered,
O0019974,C002800,2026-02-27,Fashion,4342.41,0,Delivered,
O0019975,C008494,2026-05-08,Home,3897.33,1196,Returned,
O0019976,C011245,2026-05-06,Grocery,1231.03,0,Delivered,
O0019977,C009719,2026-06-12,Electronics,4146.47,0,Returned,
O0019978,C010828,2026-01-04,Home,4091.02,0,Delivered,
O0019979,C008033,2026-02-05,Grocery,255.11,0,Delivered,
O0019980,C006310,2026-07-23,Beauty,1147.12,0,Delivered,
O0019981,C007731,2026-05-11,Grocery,430.85,0,Delivered,
O0019982,C006767,2026-02-12,Beauty,4300.86,0,Delivered,
O0019983,C009992,2026-01-15,Electronics,1689.34,0,Delivered,
O0019984,C006102,2026-05-27,Beauty,3266.69,0,Delivered,
O0019985,C003746,2026-05-15,Fashion,2098.40,0,Delivered,
O0019986,C001292,2026-05-16,Electronics,2335.83,0,Delivered,
O0019987,C000320,2026-04-21,Beauty,2337.33,0,Delivered,
O0019988,C002371,2026-06-14,Home,1125.32,1672,Delivered,
O0019989,C005394,2026-04-07,Home,3383.89,0,Delivered,
O0019990,C005709,2026-05-12,Beauty,2863.06,1019,Delivered,
O0019991,C008809,2026-03-24,Electronics,3890.73,0,Delivered,
O0019992,C000783,2026-03-13,Grocery,2060.90,0,Returned,
O0019993,C003559,2026-05-24,Fashion,1839.21,0,Delivered,
O0019994,C011113,2026-07-03,Electronics,843.37,763,Delivered,
O0019995,C009921,2026-07-04,Electronics,2927.35,0,Delivered,
O0019996,C008436,2026-05-27,Fashion,251.26,0,Delivered,
O0019997,C009742,2026-02-21,Fashion,2514.73,0,Returned,
O0019998,C001487,2026-06-21,Electronics,4174.13,0,Delivered,
