ticket_id,customer_id,created_date,issue_type,contact_channel,resolution_hours,ticket_status,satisfaction_score
T0009490,C011005,2026-02-08,Late delivery,Phone,23,Resolved,2
T0009491,C011891,2026-07-02,Damaged item,Chat,14,Resolved,5
T0009492,C011710,2026-05-14,Account access,Chat,17,Resolved,5
T0009493,C007706,2026-03-24,Late delivery,Chat,11,Resolved,2
T0009494,C000394,2026-02-27,Damaged item,Email,22,Resolved,1
T0009495,C004740,2026-02-07,Late delivery,Chat,2,Resolved,2
T0009496,C000948,2026-04-08,Late delivery,Email,14,Resolved,2
T0009497,C004189,2026-04-03,Late delivery,Email,30,Resolved,5
T0009498,C004245,2026-03-05,Refund delay,Chat,15,Resolved,1
T0009499,C006492,2026-06-16,Damaged item,Email,43,Resolved,4
T0009500,C009264,2026-01-20,Refund delay,Phone,5,Resolved,3
T0009501,C001071,2026-05-15,Damaged item,Phone,8,Reopened,3
T0009502,C009515,2026-01-06,Account access,Chat,7,Resolved,4
T0009503,C001072,2026-06-16,Incorrect points balance,Chat,19,Resolved,4
T0009504,C010245,2026-06-02,Late delivery,Chat,27,Resolved,1
T0009505,C000822,2026-04-24,Late delivery,Email,4,Resolved,1
T0009506,C003831,2026-03-16,Damaged item,Chat,45,Resolved,2
T0009507,C010060,2026-03-01,Damaged item,Email,22,Reopened,1
T0009508,C011641,2026-05-18,Refund delay,Phone,17,Reopened,3
T0009509,C004221,2026-06-15,Damaged item,Chat,5,Resolved,2
T0009510,C001733,2026-06-16,Account access,Phone,22,Resolved,4
T0009511,C000066,2026-07-27,Incorrect points balance,Chat,3,Resolved,5
T0009512,C008496,2026-03-20,Damaged item,Phone,22,Resolved,3
T0009513,C001846,2026-05-21,Damaged item,Chat,39,Resolved,3
T0009514,C011312,2026-07-23,Damaged item,Email,27,Resolved,3
T0009515,C000934,2026-04-22,Account access,Chat,27,Resolved,5
T0009516,C006608,2026-02-20,Refund delay,Phone,44,Resolved,2
T0009517,C003713,2026-03-24,Account access,Email,40,Resolved,3
T0009518,C000928,2026-01-13,Redemption failed,Chat,58,Resolved,3
T0009519,C007374,2026-06-14,Late delivery,Phone,10,Resolved,5
T0009520,C007951,2026-01-27,Late delivery,Chat,5,Resolved,2
T0009521,C010275,2026-03-25,Damaged item,Chat,14,Resolved,1
T0009522,C002973,2026-04-05,Incorrect points balance,Email,81,Resolved,1
T0009523,C004357,2026-04-10,Refund delay,Phone,43,Resolved,5
T0009524,C007184,2026-02-24,Account access,Email,47,Resolved,2
T0009525,C005463,2026-07-01,Damaged item,Chat,42,Resolved,2
T0009526,C005202,2026-06-06,Refund delay,Email,32,Resolved,1
T0009527,C002161,2026-04-19,Refund delay,Chat,38,Resolved,1
T0009528,C010762,2026-02-09,Damaged item,Email,15,Resolved,5
T0009529,C005660,2026-04-13,Late delivery,Chat,42,Resolved,4
T0009530,C009915,2026-02-25,Damaged item,Phone,16,Resolved,2
T0009531,C002541,2026-07-02,Missing loyalty points,Chat,82,Resolved,3
T0009532,C001179,2026-01-06,Missing loyalty points,Phone,33,Resolved,3
T0009533,C004550,2026-05-08,Account access,Phone,6,Resolved,5
T0009534,C009328,2026-05-15,Damaged item,Phone,3,Resolved,4
T0009535,C007977,2026-06-23,Refund delay,Chat,45,Resolved,1
T0009536,C007850,2026-07-27,Late delivery,Chat,39,Reopened,5
T0009537,C007124,2026-07-20,Late delivery,Email,5,Resolved,5
T0009538,C001101,2026-03-25,Missing loyalty points,Email,67,Resolved,5
T0009539,C001011,2026-01-01,Redemption failed,Email,4,Resolved,4
T0009540,C004598,2026-06-19,Damaged item,Email,17,Resolved,5
T0009541,C008430,2026-01-09,Refund delay,Phone,5,Resolved,1
T0009542,C005175,2026-04-27,Refund delay,Chat,34,Resolved,4
T0009543,C009423,2026-02-27,Late delivery,Chat,32,Resolved,5
T0009544,C006131,2026-07-23,Damaged item,Chat,19,Resolved,2
T0009545,C010365,2026-06-07,Refund delay,Phone,14,Resolved,2
T0009546,C010790,2026-02-11,Refund delay,Email,38,Resolved,1
T0009547,C000918,2026-07-07,Missing loyalty points,Email,81,Reopened,1
T0009548,C002541,2026-01-11,Damaged item,Chat,22,Resolved,4
T0009549,C003112,2026-07-20,Incorrect points balance,Phone,50,Reopened,3
T0009550,C005378,2026-06-24,Refund delay,Phone,27,Resolved,1
T0009551,C011212,2026-04-26,Refund delay,Chat,5,Reopened,5
T0009552,C011014,2026-06-13,Account access,Phone,9,Reopened,5
T0009553,C005354,2026-02-19,Refund delay,Email,11,Resolved,4
T0009554,C002457,2026-06-21,Damaged item,Chat,38,Resolved,5
T0009555,C004618,2026-03-18,Damaged item,Phone,37,Reopened,3
T0009556,C006421,2026-05-07,Late delivery,Email,5,Reopened,1
T0009557,C006602,2026-02-06,Damaged item,Email,34,Resolved,1
T0009558,C010857,2026-07-27,Damaged item,Chat,19,Reopened,4
T0009559,C010659,2026-04-10,Account access,Email,12,Resolved,2
T0009560,C008125,2026-06-26,Refund delay,Phone,24,Resolved,2
T0009561,C008636,2026-06-19,Account access,Chat,16,Resolved,5
T0009562,C005197,2026-04-20,Damaged item,Phone,29,Resolved,1
T0009563,C002564,2026-06-23,Damaged item,Phone,40,Resolved,4
T0009564,C010032,2026-02-18,Late delivery,Chat,19,Resolved,4
T0009565,C008200,2026-05-17,Refund delay,Phone,22,Resolved,3
T0009566,C000076,2026-02-22,Incorrect points balance,Phone,65,Resolved,3
T0009567,C010033,2026-03-26,Damaged item,Email,26,Resolved,2
T0009568,C001380,2026-06-03,Redemption failed,Email,62,Reopened,3
T0009569,C008173,2026-03-21,Account access,Email,31,Resolved,1
T0009570,C004195,2026-05-21,Refund delay,Phone,20,Resolved,2
T0009571,C007938,2026-04-17,Late delivery,Email,8,Resolved,3
T0009572,C003273,2026-02-27,Damaged item,Chat,44,Resolved,5
T0009573,C008933,2026-01-21,Damaged item,Chat,31,Reopened,2
T0009574,C008060,2026-03-04,Late delivery,Chat,13,Reopened,3
T0009575,C011252,2026-04-07,Late delivery,Phone,9,Resolved,2
T0009576,C008941,2026-03-26,Late delivery,Chat,45,Resolved,3
T0009577,C004912,2026-03-05,Refund delay,Email,7,Resolved,3
T0009578,C011542,2026-02-20,Late delivery,Phone,28,Resolved,5
T0009579,C000795,2026-07-08,Damaged item,Email,34,Resolved,2
T0009580,C007989,2026-07-19,Late delivery,Phone,39,Resolved,3
T0009581,C011814,2026-03-16,Refund delay,Email,26,Resolved,4
T0009582,C003650,2026-06-07,Account access,Email,18,Resolved,5
T0009583,C003012,2026-03-06,Damaged item,Phone,4,Resolved,4
T0009584,C010241,2026-05-20,Late delivery,Phone,17,Resolved,4
T0009585,C001063,2026-03-07,Account access,Chat,33,Resolved,4
T0009586,C005346,2026-06-22,Account access,Email,36,Resolved,1
T0009587,C009401,2026-06-06,Account access,Phone,29,Resolved,3
T0009588,C010757,2026-02-23,Late delivery,Email,18,Resolved,3
T0009589,C004097,2026-06-11,Account access,Phone,25,Resolved,4
T0009590,C007442,2026-03-07,Refund delay,Chat,22,Resolved,3
T0009591,C004987,2026-07-19,Damaged item,Chat,31,Reopened,5
T0009592,C004688,2026-04-26,Account access,Phone,37,Resolved,4
T0009593,C006598,2026-03-01,Account access,Phone,20,Reopened,4
T0009594,C001953,2026-03-13,Late delivery,Phone,7,Resolved,2
T0009595,C003787,2026-01-21,Late delivery,Email,29,Resolved,4
T0009596,C008387,2026-07-24,Damaged item,Email,46,Resolved,3
T0009597,C008848,2026-03-18,Late delivery,Phone,25,Resolved,5
T0009598,C009821,2026-04-22,Account access,Phone,24,Resolved,3
T0009599,C004287,2026-05-19,Account access,Phone,17,Resolved,3
T0009600,C008180,2026-03-18,Refund delay,Email,47,Resolved,1
T0009601,C002748,2026-07-22,Missing loyalty points,Chat,3,Reopened,1
T0009602,C007645,2026-01-11,Refund delay,Phone,15,Reopened,4
T0009603,C001252,2026-03-27,Account access,Email,47,Resolved,2
T0009604,C003725,2026-01-04,Late delivery,Email,9,Resolved,4
T0009605,C008865,2026-03-07,Late delivery,Chat,39,Resolved,3
T0009606,C011821,2026-02-14,Late delivery,Phone,30,Resolved,2
T0009607,C009671,2026-07-12,Account access,Chat,30,Resolved,3
T0009608,C009562,2026-07-12,Account access,Phone,19,Resolved,2
T0009609,C002756,2026-06-14,Incorrect points balance,Chat,89,Reopened,4
T0009610,C009781,2026-06-06,Damaged item,Phone,28,Reopened,4
T0009611,C006389,2026-06-14,Late delivery,Chat,34,Reopened,2
T0009612,C010452,2026-05-24,Damaged item,Email,12,Resolved,4
T0009613,C000329,2026-06-09,Redemption failed,Chat,89,Reopened,4
T0009614,C008924,2026-02-17,Late delivery,Chat,9,Reopened,5
T0009615,C005641,2026-06-23,Refund delay,Email,47,Resolved,4
T0009616,C005900,2026-01-03,Damaged item,Chat,15,Resolved,5
T0009617,C010413,2026-07-19,Damaged item,Email,24,Reopened,4
T0009618,C002164,2026-01-25,Refund delay,Chat,23,Resolved,2
T0009619,C007976,2026-03-26,Late delivery,Chat,41,Resolved,2
T0009620,C001431,2026-01-21,Refund delay,Phone,30,Resolved,2
T0009621,C000929,2026-01-08,Incorrect points balance,Email,27,Resolved,2
T0009622,C008629,2026-01-01,Refund delay,Phone,38,Resolved,3
T0009623,C008685,2026-07-14,Damaged item,Phone,20,Resolved,1
T0009624,C011801,2026-06-20,Late delivery,Chat,11,Resolved,1
T0009625,C000421,2026-01-22,Redemption failed,Email,3,Resolved,4
T0009626,C008625,2026-03-06,Late delivery,Phone,9,Resolved,2
T0009627,C007386,2026-05-20,Account access,Email,10,Resolved,5
T0009628,C002656,2026-03-27,Incorrect points balance,Chat,48,Resolved,4
T0009629,C001801,2026-01-19,Missing loyalty points,Chat,42,Resolved,3
T0009630,C002411,2026-04-15,Damaged item,Chat,3,Resolved,3
T0009631,C010732,2026-01-24,Late delivery,Chat,37,Resolved,4
T0009632,C004723,2026-03-20,Refund delay,Email,30,Resolved,5
T0009633,C004456,2026-02-18,Late delivery,Email,18,Resolved,3
T0009634,C002474,2026-03-25,Damaged item,Email,25,Resolved,3
T0009635,C006840,2026-03-22,Account access,Email,45,Resolved,4
T0009636,C000200,2026-04-04,Late delivery,Email,7,Resolved,4
T0009637,C005975,2026-04-19,Late delivery,Phone,27,Resolved,4
T0009638,C010297,2026-06-02,Account access,Chat,23,Resolved,4
T0009639,C008157,2026-05-08,Refund delay,Chat,11,Resolved,1
T0009640,C008437,2026-05-21,Late delivery,Email,11,Reopened,2
T0009641,C005759,2026-05-11,Late delivery,Chat,28,Resolved,1
T0009642,C004131,2026-03-09,Damaged item,Phone,13,Resolved,4
T0009643,C005349,2026-05-24,Account access,Phone,7,Resolved,3
T0009644,C010142,2026-01-20,Account access,Phone,47,Resolved,4
T0009645,C008071,2026-07-18,Account access,Phone,12,Resolved,4
T0009646,C004180,2026-02-07,Damaged item,Chat,13,Resolved,1
T0009647,C010391,2026-02-06,Damaged item,Chat,2,Reopened,5
T0009648,C001656,2026-06-17,Late delivery,Phone,33,Resolved,3
T0009649,C001141,2026-04-07,Refund delay,Email,42,Resolved,5
T0009650,C010761,2026-02-04,Late delivery,Email,27,Resolved,3
T0009651,C002826,2026-07-02,Redemption failed,Email,75,Reopened,2
T0009652,C003247,2026-07-12,Redemption failed,Phone,15,Resolved,4
T0009653,C000664,2026-05-14,Refund delay,Email,39,Resolved,4
T0009654,C002845,2026-02-06,Redemption failed,Phone,30,Resolved,3
T0009655,C008896,2026-03-09,Refund delay,Email,7,Resolved,2
T0009656,C003828,2026-05-10,Account access,Chat,14,Resolved,3
T0009657,C000515,2026-05-08,Late delivery,Phone,19,Resolved,4
T0009658,C001961,2026-03-09,Refund delay,Email,38,Resolved,5
T0009659,C004791,2026-03-22,Late delivery,Email,10,Resolved,5
T0009660,C007205,2026-06-19,Late delivery,Email,19,Resolved,5
T0009661,C002057,2026-01-17,Redemption failed,Phone,3,Resolved,4
T0009662,C009231,2026-05-08,Late delivery,Phone,15,Resolved,1
T0009663,C008173,2026-03-19,Damaged item,Email,16,Resolved,1
T0009664,C006207,2026-04-22,Late delivery,Phone,39,Resolved,3
T0009665,C009026,2026-02-10,Damaged item,Phone,18,Resolved,4
T0009666,C007976,2026-04-12,Late delivery,Email,42,Reopened,4
T0009667,C000987,2026-03-07,Refund delay,Chat,29,Resolved,5
T0009668,C005271,2026-05-13,Damaged item,Phone,14,Resolved,4
T0009669,C011551,2026-01-08,Refund delay,Chat,11,Resolved,2
T0009670,C006323,2026-07-02,Damaged item,Email,7,Resolved,3
T0009671,C009848,2026-03-06,Refund delay,Chat,18,Resolved,3
T0009672,C008282,2026-06-12,Late delivery,Chat,4,Resolved,3
T0009673,C002259,2026-02-10,Account access,Email,16,Resolved,1
T0009674,C009138,2026-05-07,Account access,Phone,45,Resolved,3
T0009675,C003298,2026-03-11,Incorrect points balance,Phone,32,Resolved,1
T0009676,C000403,2026-04-18,Damaged item,Phone,36,Resolved,1
T0009677,C002081,2026-07-01,Redemption failed,Phone,17,Resolved,1
T0009678,C006338,2026-04-14,Damaged item,Email,44,Resolved,2
T0009679,C000055,2026-04-12,Refund delay,Email,24,Resolved,3
T0009680,C009156,2026-05-07,Refund delay,Phone,31,Resolved,2
T0009681,C007127,2026-07-27,Account access,Chat,45,Resolved,4
T0009682,C007579,2026-07-05,Refund delay,Email,23,Resolved,4
T0009683,C002745,2026-02-09,Missing loyalty points,Chat,26,Resolved,4
T0009684,C005200,2026-02-10,Refund delay,Chat,2,Resolved,2
T0009685,C005591,2026-03-20,Refund delay,Email,43,Resolved,4
T0009686,C001654,2026-06-06,Refund delay,Phone,29,Resolved,1
T0009687,C000204,2026-05-14,Damaged item,Phone,5,Resolved,5
T0009688,C001845,2026-04-16,Incorrect points balance,Email,89,Resolved,3
T0009689,C004180,2026-05-19,Damaged item,Phone,34,Resolved,1
T0009690,C006852,2026-07-12,Account access,Email,15,Resolved,1
T0009691,C007917,2026-01-18,Damaged item,Chat,29,Resolved,2
T0009692,C000032,2026-04-24,Redemption failed,Chat,29,Resolved,1
T0009693,C010890,2026-02-26,Late delivery,Email,34,Resolved,4
T0009694,C007467,2026-03-25,Damaged item,Phone,34,Resolved,3
T0009695,C001879,2026-01-21,Missing loyalty points,Email,72,Reopened,1
T0009696,C006908,2026-06-20,Damaged item,Chat,45,Resolved,1
T0009697,C003602,2026-07-02,Account access,Chat,26,Resolved,5
T0009698,C002347,2026-06-05,Damaged item,Phone,7,Resolved,2
T0009699,C007813,2026-02-04,Late delivery,Phone,45,Resolved,5
T0009700,C004906,2026-01-22,Refund delay,Email,21,Resolved,4
T0009701,C003082,2026-06-09,Incorrect points balance,Phone,7,Resolved,1
T0009702,C008594,2026-04-20,Damaged item,Phone,46,Resolved,2
T0009703,C010753,2026-06-07,Refund delay,Email,27,Reopened,3
T0009704,C006671,2026-04-18,Damaged item,Chat,17,Resolved,2
T0009705,C001990,2026-03-03,Account access,Email,23,Resolved,5
T0009706,C000992,2026-07-03,Missing loyalty points,Chat,15,Resolved,4
T0009707,C005065,2026-01-25,Late delivery,Phone,35,Resolved,3
T0009708,C008168,2026-03-22,Account access,Chat,37,Resolved,3
T0009709,C007567,2026-02-09,Damaged item,Phone,14,Resolved,5
T0009710,C007936,2026-07-12,Refund delay,Email,11,Resolved,3
T0009711,C003049,2026-03-18,Account access,Phone,34,Resolved,5
T0009712,C004347,2026-02-25,Late delivery,Chat,30,Reopened,5
T0009713,C006854,2026-02-08,Account access,Phone,46,Resolved,5
T0009714,C006776,2026-01-22,Damaged item,Phone,46,Resolved,5
T0009715,C006911,2026-04-18,Damaged item,Chat,18,Resolved,3
T0009716,C005158,2026-01-01,Refund delay,Chat,47,Resolved,3
T0009717,C005593,2026-03-23,Damaged item,Chat,35,Resolved,3
T0009718,C000314,2026-01-05,Missing loyalty points,Phone,35,Resolved,3
T0009719,C011997,2026-02-18,Refund delay,Chat,30,Resolved,5
T0009720,C007397,2026-02-15,Refund delay,Chat,3,Resolved,2
T0009721,C003370,2026-05-25,Redemption failed,Phone,45,Resolved,3
T0009722,C008568,2026-06-17,Late delivery,Phone,16,Resolved,2
T0009723,C002095,2026-02-07,Late delivery,Chat,7,Resolved,2
T0009724,C007503,2026-01-21,Refund delay,Email,4,Resolved,4
T0009725,C007323,2026-04-10,Late delivery,Chat,13,Resolved,5
T0009726,C008799,2026-05-26,Late delivery,Email,39,Resolved,3
T0009727,C001363,2026-07-25,Account access,Email,24,Resolved,2
T0009728,C005557,2026-07-22,Refund delay,Phone,14,Resolved,4
T0009729,C005671,2026-01-18,Late delivery,Phone,6,Resolved,5
T0009730,C002955,2026-01-21,Damaged item,Email,18,Resolved,5
T0009731,C002751,2026-03-19,Missing loyalty points,Chat,69,Resolved,2
T0009732,C004279,2026-05-22,Refund delay,Email,43,Resolved,4
T0009733,C004822,2026-02-27,Account access,Phone,4,Resolved,1
T0009734,C005996,2026-01-21,Account access,Phone,30,Resolved,4
T0009735,C008166,2026-05-17,Account access,Email,23,Resolved,1
T0009736,C000882,2026-04-08,Late delivery,Phone,7,Resolved,1
T0009737,C011659,2026-03-26,Late delivery,Email,31,Resolved,3
T0009738,C004538,2026-05-23,Refund delay,Email,40,Resolved,1
T0009739,C002287,2026-03-09,Late delivery,Email,2,Resolved,1
T0009740,C000954,2026-04-01,Incorrect points balance,Phone,78,Resolved,1
T0009741,C001290,2026-02-16,Incorrect points balance,Email,39,Resolved,1
T0009742,C005396,2026-07-05,Damaged item,Chat,20,Resolved,1
T0009743,C005790,2026-05-21,Damaged item,Phone,4,Reopened,5
T0009744,C005148,2026-04-27,Refund delay,Chat,12,Resolved,4
T0009745,C002252,2026-07-02,Incorrect points balance,Chat,34,Reopened,3
T0009746,C010779,2026-06-01,Damaged item,Email,25,Resolved,1
T0009747,C006473,2026-06-16,Account access,Chat,21,Resolved,5
T0009748,C008401,2026-05-09,Refund delay,Phone,15,Reopened,5
T0009749,C001037,2026-06-26,Account access,Phone,34,Resolved,4
T0009750,C006723,2026-04-04,Late delivery,Chat,22,Resolved,3
T0009751,C006476,2026-03-05,Refund delay,Email,13,Resolved,2
T0009752,C010158,2026-02-15,Account access,Phone,36,Resolved,2
T0009753,C006301,2026-06-13,Late delivery,Email,4,Resolved,2
T0009754,C001959,2026-04-10,Missing loyalty points,Phone,37,Resolved,2
T0009755,C001017,2026-07-08,Late delivery,Phone,34,Resolved,5
T0009756,C009687,2026-02-04,Damaged item,Chat,7,Reopened,2
T0009757,C002231,2026-04-27,Late delivery,Chat,40,Resolved,3
T0009758,C005331,2026-02-24,Refund delay,Email,5,Resolved,2
T0009759,C000666,2026-02-22,Late delivery,Email,21,Resolved,1
T0009760,C002925,2026-02-08,Damaged item,Phone,32,Resolved,3
T0009761,C002727,2026-03-12,Damaged item,Email,35,Resolved,3
T0009762,C000083,2026-01-05,Redemption failed,Phone,36,Resolved,5
T0009763,C002522,2026-04-10,Redemption failed,Phone,88,Resolved,3
T0009764,C011140,2026-07-20,Account access,Chat,38,Resolved,4
T0009765,C009973,2026-03-04,Refund delay,Phone,11,Resolved,2
T0009766,C002775,2026-07-10,Missing loyalty points,Phone,77,Reopened,3
T0009767,C008239,2026-06-17,Account access,Email,33,Resolved,3
T0009768,C007069,2026-03-04,Late delivery,Email,38,Resolved,2
T0009769,C006577,2026-03-01,Damaged item,Phone,17,Resolved,5
T0009770,C011811,2026-04-10,Late delivery,Phone,14,Reopened,5
T0009771,C004840,2026-03-09,Account access,Chat,11,Resolved,5
T0009772,C001502,2026-04-01,Account access,Phone,39,Resolved,2
T0009773,C005923,2026-02-20,Late delivery,Email,30,Resolved,2
T0009774,C005759,2026-01-11,Late delivery,Chat,15,Resolved,3
T0009775,C005491,2026-02-26,Late delivery,Email,35,Resolved,5
T0009776,C010448,2026-02-23,Damaged item,Email,30,Resolved,5
T0009777,C006028,2026-01-17,Late delivery,Phone,16,Resolved,2
T0009778,C003845,2026-01-02,Refund delay,Phone,20,Resolved,4
T0009779,C004625,2026-07-10,Account access,Phone,15,Resolved,5
T0009780,C009857,2026-06-25,Late delivery,Email,21,Resolved,5
T0009781,C010191,2026-06-04,Account access,Email,16,Resolved,4
T0009782,C010589,2026-06-21,Damaged item,Email,27,Resolved,2
T0009783,C008215,2026-04-14,Late delivery,Email,21,Resolved,2
T0009784,C007096,2026-02-21,Late delivery,Phone,24,Resolved,5
T0009785,C009507,2026-06-27,Account access,Email,43,Resolved,3
T0009786,C008132,2026-06-03,Damaged item,Phone,29,Resolved,3
T0009787,C002952,2026-03-27,Missing loyalty points,Chat,43,Resolved,3
T0009788,C004717,2026-04-11,Account access,Phone,25,Resolved,2
T0009789,C007711,2026-01-25,Account access,Email,17,Resolved,3
T0009790,C008179,2026-02-22,Late delivery,Chat,36,Resolved,4
T0009791,C006534,2026-01-20,Late delivery,Phone,14,Reopened,3
T0009792,C011881,2026-06-23,Damaged item,Phone,18,Resolved,2
T0009793,C008198,2026-02-24,Late delivery,Phone,20,Resolved,2
T0009794,C002266,2026-02-07,Incorrect points balance,Chat,83,Resolved,4
T0009795,C001603,2026-07-18,Late delivery,Email,6,Reopened,1
T0009796,C011675,2026-02-27,Refund delay,Email,14,Resolved,4
T0009797,C003927,2026-04-06,Account access,Chat,28,Reopened,4
T0009798,C004759,2026-01-08,Late delivery,Email,43,Resolved,1
T0009799,C001354,2026-01-10,Missing loyalty points,Phone,25,Reopened,5
T0009800,C010966,2026-05-21,Account access,Email,3,Reopened,4
T0009801,C007662,2026-06-12,Refund delay,Phone,46,Resolved,4
T0009802,C003304,2026-02-20,Missing loyalty points,Email,71,Resolved,1
T0009803,C004701,2026-02-23,Account access,Phone,26,Resolved,1
T0009804,C005472,2026-04-02,Refund delay,Phone,40,Resolved,5
T0009805,C009529,2026-06-18,Late delivery,Chat,15,Reopened,3
T0009806,C001484,2026-06-05,Missing loyalty points,Email,82,Resolved,4
T0009807,C007504,2026-01-02,Damaged item,Email,2,Resolved,4
T0009808,C007624,2026-07-15,Account access,Phone,11,Resolved,1
T0009809,C002938,2026-06-26,Damaged item,Email,14,Resolved,3
T0009810,C002430,2026-03-11,Incorrect points balance,Chat,53,Resolved,5
T0009811,C006455,2026-07-25,Damaged item,Phone,24,Resolved,4
T0009812,C006377,2026-03-27,Account access,Email,18,Resolved,2
T0009813,C006643,2026-03-05,Late delivery,Phone,43,Resolved,4
T0009814,C001445,2026-01-01,Missing loyalty points,Chat,73,Reopened,2
T0009815,C010707,2026-05-20,Refund delay,Phone,12,Resolved,3
T0009816,C000573,2026-02-11,Account access,Chat,28,Resolved,4
T0009817,C010900,2026-04-02,Refund delay,Email,31,Resolved,5
T0009818,C008928,2026-03-20,Refund delay,Phone,2,Resolved,5
T0009819,C002631,2026-04-16,Incorrect points balance,Chat,61,Resolved,3
T0009820,C004640,2026-02-22,Refund delay,Chat,14,Resolved,1
T0009821,C001565,2026-04-12,Damaged item,Chat,28,Resolved,5
T0009822,C008056,2026-06-24,Refund delay,Email,23,Resolved,3
T0009823,C002133,2026-06-05,Redemption failed,Phone,49,Resolved,5
T0009824,C002894,2026-07-18,Incorrect points balance,Chat,69,Resolved,5
T0009825,C007981,2026-05-27,Refund delay,Email,18,Resolved,2
T0009826,C004330,2026-07-19,Refund delay,Email,29,Resolved,4
T0009827,C010349,2026-05-09,Damaged item,Email,14,Resolved,5
T0009828,C003246,2026-01-13,Late delivery,Email,22,Resolved,1
T0009829,C008944,2026-03-27,Account access,Chat,4,Reopened,2
T0009830,C001565,2026-07-04,Incorrect points balance,Chat,25,Resolved,2
T0009831,C006831,2026-01-26,Account access,Email,31,Resolved,4
T0009832,C003702,2026-06-24,Late delivery,Chat,46,Resolved,4
T0009833,C008899,2026-01-08,Refund delay,Chat,18,Resolved,1
T0009834,C003514,2026-07-19,Late delivery,Chat,24,Resolved,1
T0009835,C008853,2026-06-03,Damaged item,Email,46,Resolved,3
T0009836,C005359,2026-07-12,Late delivery,Phone,18,Resolved,1
T0009837,C004208,2026-05-18,Late delivery,Phone,38,Resolved,5
T0009838,C001086,2026-06-20,Incorrect points balance,Phone,44,Reopened,3
T0009839,C004385,2026-02-22,Refund delay,Chat,35,Resolved,2
T0009840,C007276,2026-02-15,Refund delay,Chat,21,Resolved,2
T0009841,C005042,2026-05-18,Damaged item,Phone,23,Resolved,1
T0009842,C009228,2026-03-17,Account access,Chat,42,Resolved,5
T0009843,C006319,2026-05-14,Damaged item,Chat,28,Resolved,1
T0009844,C007826,2026-05-05,Refund delay,Email,27,Resolved,5
T0009845,C011124,2026-01-21,Account access,Email,19,Resolved,5
T0009846,C003032,2026-03-09,Missing loyalty points,Phone,92,Resolved,3
T0009847,C011650,2026-02-14,Late delivery,Email,18,Resolved,5
T0009848,C005316,2026-07-22,Damaged item,Email,15,Resolved,2
T0009849,C004131,2026-04-04,Damaged item,Phone,47,Resolved,2
T0009850,C006930,2026-02-16,Damaged item,Email,21,Resolved,3
T0009851,C006836,2026-05-01,Refund delay,Chat,39,Resolved,1
T0009852,C000372,2026-03-23,Redemption failed,Email,10,Resolved,1
T0009853,C005281,2026-04-13,Refund delay,Email,36,Resolved,2
T0009854,C000203,2026-04-01,Late delivery,Phone,37,Resolved,2
T0009855,C006367,2026-03-05,Account access,Phone,27,Resolved,5
T0009856,C009472,2026-03-25,Refund delay,Phone,37,Resolved,4
T0009857,C007215,2026-01-15,Refund delay,Email,42,Resolved,4
T0009858,C004481,2026-06-16,Late delivery,Phone,22,Resolved,3
T0009859,C001994,2026-07-23,Damaged item,Email,20,Resolved,3
T0009860,C004228,2026-07-19,Damaged item,Phone,6,Resolved,3
T0009861,C004286,2026-06-23,Damaged item,Email,27,Resolved,4
T0009862,C002389,2026-01-20,Redemption failed,Chat,63,Resolved,3
T0009863,C001190,2026-01-24,Account access,Email,46,Resolved,2
T0009864,C010656,2026-05-17,Refund delay,Email,27,Reopened,1
T0009865,C000421,2026-06-27,Incorrect points balance,Phone,4,Resolved,4
T0009866,C002216,2026-04-24,Incorrect points balance,Email,19,Reopened,2
T0009867,C005758,2026-01-15,Refund delay,Email,42,Resolved,3
T0009868,C006084,2026-05-27,Refund delay,Phone,2,Reopened,2
T0009869,C003071,2026-05-10,Refund delay,Email,27,Resolved,1
T0009870,C001984,2026-03-11,Missing loyalty points,Chat,3,Resolved,1
T0009871,C008816,2026-06-19,Refund delay,Phone,37,Resolved,5
T0009872,C010377,2026-03-18,Damaged item,Chat,27,Resolved,3
T0009873,C004287,2026-01-21,Refund delay,Email,43,Resolved,3
T0009874,C002671,2026-06-19,Refund delay,Chat,21,Resolved,5
T0009875,C002147,2026-03-11,Account access,Phone,15,Resolved,4
T0009876,C010862,2026-01-18,Late delivery,Phone,18,Resolved,4
T0009877,C002668,2026-03-26,Refund delay,Email,5,Resolved,2
T0009878,C011231,2026-07-17,Damaged item,Email,22,Reopened,3
T0009879,C008108,2026-07-20,Late delivery,Phone,15,Resolved,3
T0009880,C007974,2026-06-22,Late delivery,Email,11,Resolved,1
T0009881,C004332,2026-03-01,Refund delay,Phone,29,Resolved,3
T0009882,C006312,2026-06-21,Late delivery,Chat,30,Resolved,1
T0009883,C010659,2026-07-27,Late delivery,Chat,5,Resolved,5
T0009884,C001478,2026-07-27,Refund delay,Email,18,Resolved,1
T0009885,C010672,2026-05-11,Damaged item,Phone,20,Resolved,4
T0009886,C010818,2026-04-14,Account access,Chat,43,Resolved,2
T0009887,C003698,2026-03-15,Account access,Phone,19,Reopened,3
T0009888,C011510,2026-06-13,Late delivery,Chat,35,Resolved,2
T0009889,C000236,2026-07-21,Refund delay,Chat,44,Resolved,1
T0009890,C000392,2026-06-25,Redemption failed,Phone,52,Reopened,3
T0009891,C007440,2026-05-08,Late delivery,Chat,5,Resolved,1
