customer_id,join_date,region,acquisition_channel,tenure_months,loyalty_source,points_balance,points_variance,customer_status
C004997,2024-05-19,KwaZulu-Natal,Organic,3,NATIVE,5372,0,Active
C004998,2024-04-14,Eastern Cape,Social,46,NATIVE,5129,0,Active
C004999,2024-08-21,Gauteng,Email,26,NATIVE,5238,0,Active
C005000,2020-04-21,Eastern Cape,Social,53,NATIVE,3363,0,Active
C005001,2024-08-22,Western Cape,Organic,54,NATIVE,6166,0,Active
C005002,2022-06-24,Gauteng,Paid Search,31,NATIVE,349,0,Active
C005003,2021-07-24,Eastern Cape,Social,24,NATIVE,5146,0,Churned
C005004,2022-12-16,Limpopo,Social,12,NATIVE,4678,0,Active
C005005,2021-06-20,Limpopo,Paid Search,22,NATIVE,4938,0,Active
C005006,2023-09-06,Western Cape,Referral,3,NATIVE,6642,0,Active
C005007,2023-09-14,Limpopo,Social,40,NATIVE,1923,0,Active
C005008,2020-12-20,Limpopo,Email,26,NATIVE,2078,0,Churned
C005009,2022-10-04,Western Cape,Referral,27,NATIVE,2758,0,Active
C005010,2024-09-19,Limpopo,Organic,53,NATIVE,1822,0,Active
C005011,2023-05-08,Western Cape,Referral,50,NATIVE,5022,0,Active
C005012,2020-10-14,Eastern Cape,Email,53,NATIVE,5157,0,Active
C005013,2022-11-07,Gauteng,Referral,48,NATIVE,6664,0,Active
C005014,2023-04-10,Limpopo,Paid Search,38,NATIVE,2065,0,Active
C005015,2022-05-11,Eastern Cape,Referral,58,NATIVE,1060,0,Active
C005016,2021-11-10,Eastern Cape,Paid Search,51,NATIVE,4274,0,Active
C005017,2022-08-21,KwaZulu-Natal,Referral,29,NATIVE,854,0,Active
C005018,2021-04-12,Gauteng,Social,43,NATIVE,4310,0,Active
C005019,2022-03-15,Eastern Cape,Email,38,NATIVE,4216,0,Active
C005020,2023-01-18,Limpopo,Social,31,NATIVE,6548,0,Churned
C005021,2020-06-24,KwaZulu-Natal,Email,55,NATIVE,4287,0,Active
C005022,2024-08-02,Gauteng,Social,34,NATIVE,659,0,Active
C005023,2022-12-27,Gauteng,Organic,45,NATIVE,5832,0,Active
C005024,2022-12-23,Western Cape,Referral,58,NATIVE,7062,0,Active
C005025,2022-06-09,Gauteng,Organic,11,NATIVE,5888,0,Active
C005026,2023-05-11,Limpopo,Social,33,NATIVE,7175,0,Churned
C005027,2024-02-13,Gauteng,Paid Search,45,NATIVE,3213,0,Churned
C005028,2023-05-09,KwaZulu-Natal,Email,25,NATIVE,3261,0,Active
C005029,2024-05-10,Western Cape,Referral,32,NATIVE,541,0,Active
C005030,2021-07-16,KwaZulu-Natal,Email,58,NATIVE,6284,0,Active
C005031,2021-11-07,Limpopo,Referral,33,NATIVE,6826,0,Active
C005032,2020-04-15,KwaZulu-Natal,Paid Search,48,NATIVE,2153,0,Active
C005033,2021-05-21,KwaZulu-Natal,Email,54,NATIVE,3496,0,Active
C005034,2020-06-25,KwaZulu-Natal,Social,13,NATIVE,4376,0,Active
C005035,2022-01-01,Eastern Cape,Organic,28,NATIVE,4300,0,Active
C005036,2023-07-27,KwaZulu-Natal,Paid Search,14,NATIVE,5907,0,Active
C005037,2020-02-21,KwaZulu-Natal,Paid Search,37,NATIVE,7162,0,Active
C005038,2022-03-16,Western Cape,Email,24,NATIVE,3000,0,Active
C005039,2021-12-05,Eastern Cape,Email,17,NATIVE,3626,0,Active
C005040,2021-04-04,Gauteng,Organic,35,NATIVE,4656,0,Active
C005041,2022-03-06,KwaZulu-Natal,Paid Search,26,NATIVE,2712,0,Active
C005042,2021-03-22,Limpopo,Social,45,NATIVE,6072,0,Active
C005043,2020-06-13,Western Cape,Social,13,NATIVE,4360,0,Active
C005044,2020-07-13,Eastern Cape,Paid Search,48,NATIVE,5295,0,Active
C005045,2024-05-10,Western Cape,Referral,32,NATIVE,1684,0,Active
C005046,2023-11-23,Eastern Cape,Referral,27,NATIVE,5468,0,Churned
C005047,2022-01-06,Limpopo,Paid Search,57,NATIVE,4818,0,Churned
C005048,2024-07-13,Gauteng,Organic,48,NATIVE,2682,0,Active
C005049,2021-04-03,Western Cape,Social,36,NATIVE,7173,0,Active
C005050,2023-08-26,Eastern Cape,Organic,32,NATIVE,2625,0,Active
C005051,2023-11-07,Western Cape,Referral,43,NATIVE,2080,0,Churned
C005052,2024-08-20,KwaZulu-Natal,Social,23,NATIVE,1236,0,Active
C005053,2023-01-20,KwaZulu-Natal,Email,45,NATIVE,6642,0,Active
C005054,2020-02-12,KwaZulu-Natal,Organic,7,NATIVE,1347,0,Active
C005055,2024-07-25,Eastern Cape,Referral,5,NATIVE,6387,0,Churned
C005056,2023-01-20,Gauteng,Referral,17,NATIVE,540,0,Active
C005057,2021-03-04,Limpopo,Referral,36,NATIVE,714,0,Active
C005058,2022-12-16,Gauteng,Paid Search,8,NATIVE,595,0,Active
C005059,2021-03-03,Western Cape,Paid Search,59,NATIVE,5144,0,Active
C005060,2024-04-02,Gauteng,Paid Search,16,NATIVE,2539,0,Active
C005061,2023-03-19,Limpopo,Social,10,NATIVE,3173,0,Active
C005062,2023-11-19,Limpopo,Social,34,NATIVE,1697,0,Active
C005063,2020-10-05,Gauteng,Paid Search,7,NATIVE,6118,0,Active
C005064,2024-11-08,Western Cape,Referral,58,NATIVE,4341,0,Active
C005065,2022-10-07,Limpopo,Paid Search,51,NATIVE,4968,0,Active
C005066,2024-08-04,KwaZulu-Natal,Organic,21,NATIVE,1141,0,Active
C005067,2024-08-01,Gauteng,Paid Search,17,NATIVE,1438,0,Active
C005068,2023-05-27,KwaZulu-Natal,Social,8,NATIVE,5416,0,Active
C005069,2023-06-06,Eastern Cape,Social,42,NATIVE,3011,0,Active
C005070,2023-02-06,KwaZulu-Natal,Social,18,NATIVE,4979,0,Active
C005071,2022-08-02,Limpopo,Social,57,NATIVE,3595,0,Active
C005072,2024-05-21,Eastern Cape,Email,13,NATIVE,395,0,Active
C005073,2021-02-15,Gauteng,Email,5,NATIVE,173,0,Active
C005074,2020-04-09,Eastern Cape,Email,16,NATIVE,24,0,Churned
C005075,2023-06-07,Eastern Cape,Email,3,NATIVE,2246,0,Active
C005076,2021-10-07,Western Cape,Referral,48,NATIVE,675,0,Active
C005077,2020-05-18,Western Cape,Referral,44,NATIVE,5290,0,Active
C005078,2024-03-22,Western Cape,Referral,58,NATIVE,4253,0,Churned
C005079,2020-01-27,Western Cape,Paid Search,45,NATIVE,205,0,Active
C005080,2022-05-03,KwaZulu-Natal,Paid Search,26,NATIVE,5613,0,Active
C005081,2024-05-14,KwaZulu-Natal,Social,6,NATIVE,4362,0,Active
C005082,2021-12-03,KwaZulu-Natal,Email,13,NATIVE,2004,0,Churned
C005083,2020-03-08,KwaZulu-Natal,Organic,57,NATIVE,6254,0,Active
C005084,2020-12-25,Western Cape,Paid Search,31,NATIVE,2528,0,Active
C005085,2021-11-15,Gauteng,Social,48,NATIVE,3747,0,Churned
C005086,2024-10-16,Limpopo,Organic,35,NATIVE,1579,0,Active
C005087,2020-03-15,Eastern Cape,Referral,51,NATIVE,6333,0,Active
C005088,2021-08-11,Gauteng,Paid Search,27,NATIVE,2703,0,Active
C005089,2020-03-21,Gauteng,Referral,9,NATIVE,1371,0,Active
C005090,2021-11-19,Gauteng,Referral,44,NATIVE,6442,0,Active
C005091,2021-11-23,Eastern Cape,Paid Search,8,NATIVE,6746,0,Active
C005092,2022-04-05,Western Cape,Social,35,NATIVE,5384,0,Active
C005093,2022-03-19,Gauteng,Organic,40,NATIVE,1117,0,Active
C005094,2020-07-23,Gauteng,Email,18,NATIVE,818,0,Active
C005095,2024-09-17,Eastern Cape,Paid Search,50,NATIVE,5362,0,Churned
C005096,2020-04-01,Limpopo,Referral,16,NATIVE,4977,0,Active
C005097,2024-05-08,Eastern Cape,Social,35,NATIVE,5635,0,Active
C005098,2020-05-15,Limpopo,Paid Search,43,NATIVE,96,0,Churned
C005099,2023-07-25,Limpopo,Social,39,NATIVE,6009,0,Active
C005100,2022-08-17,KwaZulu-Natal,Paid Search,41,NATIVE,5454,0,Churned
C005101,2022-09-04,Eastern Cape,Organic,25,NATIVE,1934,0,Active
C005102,2023-09-05,Limpopo,Organic,33,NATIVE,428,0,Churned
C005103,2024-03-07,KwaZulu-Natal,Referral,35,NATIVE,4080,0,Active
C005104,2022-09-19,Eastern Cape,Organic,8,NATIVE,5945,0,Active
C005105,2022-11-06,Limpopo,Social,10,NATIVE,4589,0,Active
C005106,2021-04-09,KwaZulu-Natal,Referral,14,NATIVE,328,0,Active
C005107,2020-08-20,Western Cape,Referral,8,NATIVE,928,0,Churned
C005108,2020-12-27,KwaZulu-Natal,Referral,41,NATIVE,747,0,Active
C005109,2022-02-05,Eastern Cape,Organic,18,NATIVE,5334,0,Churned
C005110,2022-08-12,Western Cape,Organic,7,NATIVE,671,0,Active
C005111,2020-08-23,Limpopo,Social,12,NATIVE,3870,0,Active
C005112,2023-09-07,Eastern Cape,Referral,32,NATIVE,917,0,Churned
C005113,2020-02-27,Eastern Cape,Organic,44,NATIVE,1869,0,Active
C005114,2024-06-01,Eastern Cape,Email,32,NATIVE,4697,0,Active
C005115,2022-08-21,Eastern Cape,Paid Search,13,NATIVE,4586,0,Active
C005116,2022-07-08,Limpopo,Organic,44,NATIVE,5474,0,Active
C005117,2022-05-09,Western Cape,Social,51,NATIVE,5052,0,Churned
C005118,2024-09-18,Western Cape,Referral,49,NATIVE,3607,0,Active
C005119,2024-05-01,Eastern Cape,Social,58,NATIVE,718,0,Active
C005120,2021-01-23,Western Cape,Organic,19,NATIVE,1402,0,Active
C005121,2023-08-08,Western Cape,Referral,31,NATIVE,2909,0,Active
C005122,2022-04-23,Limpopo,Referral,16,NATIVE,5365,0,Active
C005123,2021-06-21,KwaZulu-Natal,Social,52,NATIVE,3071,0,Active
C005124,2021-11-21,Eastern Cape,Referral,14,NATIVE,6846,0,Churned
C005125,2024-08-13,Limpopo,Social,55,NATIVE,3823,0,Active
C005126,2022-12-05,KwaZulu-Natal,Organic,58,NATIVE,5896,0,Active
C005127,2021-11-17,Western Cape,Email,37,NATIVE,6810,0,Active
C005128,2024-11-24,Gauteng,Social,25,NATIVE,6312,0,Active
C005129,2020-03-27,Western Cape,Social,52,NATIVE,545,0,Active
C005130,2022-12-06,Western Cape,Referral,13,NATIVE,3490,0,Churned
C005131,2023-03-20,Eastern Cape,Referral,26,NATIVE,5866,0,Active
C005132,2021-10-27,Western Cape,Referral,45,NATIVE,1071,0,Active
C005133,2024-03-16,Limpopo,Organic,32,NATIVE,6183,0,Active
C005134,2021-05-16,Limpopo,Paid Search,59,NATIVE,5997,0,Active
C005135,2024-10-21,Limpopo,Social,55,NATIVE,130,0,Active
C005136,2022-07-26,Eastern Cape,Email,8,NATIVE,1956,0,Active
C005137,2022-11-09,KwaZulu-Natal,Referral,32,NATIVE,3811,0,Active
C005138,2021-06-23,Eastern Cape,Email,27,NATIVE,2033,0,Active
C005139,2024-04-25,Limpopo,Social,18,NATIVE,2656,0,Active
C005140,2021-03-19,Limpopo,Email,17,NATIVE,561,0,Active
C005141,2020-12-26,Eastern Cape,Email,57,NATIVE,4066,0,Active
C005142,2020-05-19,Eastern Cape,Organic,34,NATIVE,4172,0,Active
C005143,2020-03-22,Eastern Cape,Organic,3,NATIVE,3663,0,Active
C005144,2020-11-01,KwaZulu-Natal,Organic,56,NATIVE,5244,0,Active
C005145,2021-12-19,Eastern Cape,Referral,23,NATIVE,1944,0,Active
C005146,2024-07-20,Limpopo,Social,21,NATIVE,5754,0,Active
C005147,2022-05-20,Gauteng,Referral,13,NATIVE,6528,0,Churned
C005148,2020-07-24,Western Cape,Email,51,NATIVE,5126,0,Active
C005149,2023-10-05,Eastern Cape,Organic,45,NATIVE,5607,0,Active
C005150,2023-06-17,Eastern Cape,Paid Search,39,NATIVE,2480,0,Active
C005151,2022-04-10,Eastern Cape,Referral,17,NATIVE,6195,0,Active
C005152,2020-07-05,KwaZulu-Natal,Paid Search,39,NATIVE,6087,0,Churned
C005153,2021-12-20,Western Cape,Paid Search,35,NATIVE,378,0,Churned
C005154,2024-07-01,Gauteng,Organic,26,NATIVE,6814,0,Active
C005155,2024-02-27,Gauteng,Organic,10,NATIVE,3566,0,Active
C005156,2023-03-23,KwaZulu-Natal,Referral,56,NATIVE,1975,0,Active
C005157,2022-10-02,Gauteng,Organic,43,NATIVE,6342,0,Churned
C005158,2021-05-18,Western Cape,Organic,28,NATIVE,4782,0,Active
C005159,2023-08-08,Gauteng,Email,16,NATIVE,5510,0,Churned
C005160,2021-11-23,Eastern Cape,Paid Search,17,NATIVE,3395,0,Active
C005161,2022-10-11,Eastern Cape,Email,34,NATIVE,6348,0,Active
C005162,2023-10-06,Eastern Cape,Email,33,NATIVE,6372,0,Active
C005163,2022-11-17,Western Cape,Email,23,NATIVE,3256,0,Active
C005164,2020-01-03,Eastern Cape,Organic,10,NATIVE,1719,0,Active
C005165,2024-05-16,KwaZulu-Natal,Paid Search,53,NATIVE,3606,0,Active
C005166,2024-06-12,Eastern Cape,Referral,26,NATIVE,2337,0,Active
C005167,2021-10-19,KwaZulu-Natal,Email,49,NATIVE,1195,0,Active
C005168,2023-03-18,Eastern Cape,Email,4,NATIVE,5078,0,Active
C005169,2024-05-24,Eastern Cape,Paid Search,59,NATIVE,90,0,Churned
C005170,2023-02-27,Western Cape,Referral,46,NATIVE,189,0,Active
C005171,2021-11-24,KwaZulu-Natal,Organic,21,NATIVE,2482,0,Active
C005172,2022-12-12,KwaZulu-Natal,Email,22,NATIVE,2367,0,Active
C005173,2020-04-03,Limpopo,Paid Search,35,NATIVE,3734,0,Churned
C005174,2022-10-19,Western Cape,Organic,16,NATIVE,2606,0,Active
C005175,2021-12-26,Gauteng,Referral,9,NATIVE,1834,0,Active
C005176,2020-02-13,KwaZulu-Natal,Social,29,NATIVE,6445,0,Active
C005177,2020-02-16,Western Cape,Organic,48,NATIVE,6838,0,Active
C005178,2023-06-09,Limpopo,Paid Search,26,NATIVE,225,0,Active
C005179,2021-09-07,Gauteng,Referral,47,NATIVE,7130,0,Active
C005180,2020-05-22,Western Cape,Organic,42,NATIVE,3731,0,Active
C005181,2022-06-05,KwaZulu-Natal,Paid Search,19,NATIVE,462,0,Active
C005182,2024-02-16,KwaZulu-Natal,Referral,52,NATIVE,448,0,Active
C005183,2023-04-18,KwaZulu-Natal,Referral,29,NATIVE,3412,0,Active
C005184,2021-08-13,Eastern Cape,Social,21,NATIVE,4608,0,Active
C005185,2023-06-05,Limpopo,Organic,11,NATIVE,3228,0,Active
C005186,2024-12-10,KwaZulu-Natal,Social,7,NATIVE,5840,0,Active
C005187,2022-05-13,KwaZulu-Natal,Organic,43,NATIVE,3284,0,Active
C005188,2021-09-14,Western Cape,Referral,36,NATIVE,221,0,Active
C005189,2020-12-15,Western Cape,Social,52,NATIVE,3723,0,Active
C005190,2024-03-12,Limpopo,Organic,32,NATIVE,6925,0,Active
C005191,2024-04-18,Western Cape,Social,31,NATIVE,3714,0,Active
C005192,2023-09-01,Eastern Cape,Referral,39,NATIVE,5676,0,Active
C005193,2023-04-16,Eastern Cape,Social,28,NATIVE,3695,0,Active
C005194,2020-02-17,Eastern Cape,Paid Search,36,NATIVE,3794,0,Active
C005195,2022-11-15,Eastern Cape,Paid Search,20,NATIVE,430,0,Active
C005196,2024-09-03,Eastern Cape,Paid Search,39,NATIVE,2445,0,Active
C005197,2023-05-08,Western Cape,Organic,21,NATIVE,3655,0,Active
C005198,2021-02-22,Limpopo,Paid Search,39,NATIVE,6096,0,Churned
C005199,2022-08-03,KwaZulu-Natal,Referral,6,NATIVE,2326,0,Active
C005200,2021-12-22,Western Cape,Email,41,NATIVE,3160,0,Active
C005201,2021-09-27,Eastern Cape,Email,24,NATIVE,2874,0,Active
C005202,2024-08-22,Gauteng,Email,59,NATIVE,4247,0,Active
C005203,2021-07-19,KwaZulu-Natal,Organic,8,NATIVE,2654,0,Active
C005204,2020-07-08,Limpopo,Email,46,NATIVE,1216,0,Active
C005205,2020-04-19,Gauteng,Organic,57,NATIVE,6591,0,Active
C005206,2021-03-14,Eastern Cape,Referral,54,NATIVE,5422,0,Active
C005207,2022-04-09,Western Cape,Referral,17,NATIVE,632,0,Active
C005208,2022-11-18,Eastern Cape,Organic,55,NATIVE,6769,0,Active
C005209,2024-11-22,Eastern Cape,Referral,51,NATIVE,4401,0,Active
C005210,2021-06-22,KwaZulu-Natal,Paid Search,38,NATIVE,4760,0,Active
C005211,2022-02-11,Eastern Cape,Social,48,NATIVE,1440,0,Active
C005212,2020-04-03,Eastern Cape,Social,7,NATIVE,3542,0,Active
C005213,2022-08-09,Gauteng,Organic,20,NATIVE,6266,0,Active
C005214,2024-02-17,KwaZulu-Natal,Organic,20,NATIVE,6962,0,Active
C005215,2020-09-25,Limpopo,Paid Search,28,NATIVE,1819,0,Active
C005216,2021-05-20,Western Cape,Organic,11,NATIVE,6415,0,Active
C005217,2021-06-19,Limpopo,Paid Search,4,NATIVE,6510,0,Churned
C005218,2024-11-24,Gauteng,Paid Search,6,NATIVE,4692,0,Active
C005219,2023-05-11,Western Cape,Paid Search,24,NATIVE,4473,0,Active
C005220,2022-08-22,Gauteng,Social,58,NATIVE,3834,0,Active
C005221,2024-08-26,Western Cape,Organic,13,NATIVE,5417,0,Active
C005222,2020-07-15,KwaZulu-Natal,Social,3,NATIVE,177,0,Active
C005223,2021-02-22,Western Cape,Social,16,NATIVE,3670,0,Active
C005224,2023-08-13,KwaZulu-Natal,Organic,23,NATIVE,1006,0,Churned
C005225,2021-02-17,Gauteng,Organic,22,NATIVE,2036,0,Active
C005226,2021-03-14,Western Cape,Paid Search,11,NATIVE,5204,0,Active
C005227,2021-06-18,Eastern Cape,Email,8,NATIVE,6839,0,Active
C005228,2020-03-26,Gauteng,Organic,8,NATIVE,5502,0,Active
C005229,2020-08-19,Limpopo,Organic,37,NATIVE,1378,0,Active
C005230,2022-09-21,KwaZulu-Natal,Paid Search,29,NATIVE,5126,0,Active
C005231,2020-06-01,Gauteng,Social,30,NATIVE,5772,0,Active
C005232,2021-02-13,KwaZulu-Natal,Referral,51,NATIVE,5653,0,Active
C005233,2021-02-19,Limpopo,Paid Search,29,NATIVE,15,0,Active
C005234,2023-04-09,Limpopo,Organic,55,NATIVE,2056,0,Active
C005235,2020-09-12,Western Cape,Referral,25,NATIVE,5423,0,Active
C005236,2023-02-08,Western Cape,Organic,21,NATIVE,6556,0,Active
C005237,2023-05-20,Gauteng,Email,54,NATIVE,484,0,Active
C005238,2023-12-05,Limpopo,Organic,25,NATIVE,471,0,Active
C005239,2021-07-27,Limpopo,Paid Search,19,NATIVE,2309,0,Active
C005240,2023-04-17,Limpopo,Organic,9,NATIVE,1267,0,Churned
C005241,2022-08-11,Western Cape,Paid Search,20,NATIVE,4082,0,Active
C005242,2024-12-09,Eastern Cape,Organic,45,NATIVE,8,0,Active
C005243,2020-10-06,Limpopo,Social,4,NATIVE,6110,0,Active
C005244,2024-08-22,Western Cape,Social,48,NATIVE,6806,0,Active
C005245,2021-09-20,KwaZulu-Natal,Referral,36,NATIVE,3671,0,Active
C005246,2021-09-22,Limpopo,Social,45,NATIVE,2670,0,Active
C005247,2020-10-07,Eastern Cape,Social,3,NATIVE,3667,0,Active
C005248,2024-04-03,KwaZulu-Natal,Social,54,NATIVE,6557,0,Active
C005249,2023-02-10,Western Cape,Referral,5,NATIVE,5272,0,Active
C005250,2024-07-19,Eastern Cape,Referral,12,NATIVE,5621,0,Active
C005251,2021-06-20,Eastern Cape,Organic,59,NATIVE,2184,0,Active
C005252,2020-04-22,Western Cape,Referral,54,NATIVE,664,0,Churned
C005253,2022-12-11,Western Cape,Organic,29,NATIVE,6473,0,Active
C005254,2022-12-01,Eastern Cape,Paid Search,43,NATIVE,1185,0,Active
C005255,2023-07-21,KwaZulu-Natal,Organic,17,NATIVE,430,0,Active
C005256,2023-01-07,KwaZulu-Natal,Social,16,NATIVE,6034,0,Active
C005257,2020-08-14,Eastern Cape,Organic,7,NATIVE,3620,0,Active
C005258,2024-06-24,KwaZulu-Natal,Referral,4,NATIVE,5653,0,Active
C005259,2022-12-26,Limpopo,Social,30,NATIVE,3132,0,Active
C005260,2020-10-21,KwaZulu-Natal,Referral,19,NATIVE,5937,0,Active
C005261,2022-05-23,Gauteng,Organic,36,NATIVE,6226,0,Active
C005262,2023-09-11,Gauteng,Paid Search,44,NATIVE,1676,0,Active
C005263,2023-08-15,Gauteng,Paid Search,52,NATIVE,6584,0,Active
C005264,2020-01-20,Limpopo,Email,24,NATIVE,407,0,Active
C005265,2021-12-02,Western Cape,Organic,8,NATIVE,962,0,Active
C005266,2022-05-17,KwaZulu-Natal,Paid Search,25,NATIVE,3067,0,Active
C005267,2022-08-04,Gauteng,Organic,3,NATIVE,5839,0,Active
C005268,2024-03-14,Gauteng,Social,50,NATIVE,6238,0,Active
C005269,2023-09-10,Eastern Cape,Paid Search,16,NATIVE,2065,0,Active
C005270,2022-04-20,KwaZulu-Natal,Paid Search,32,NATIVE,4402,0,Active
C005271,2021-12-27,Eastern Cape,Organic,59,NATIVE,1914,0,Active
C005272,2020-11-13,Limpopo,Organic,51,NATIVE,6588,0,Active
C005273,2021-08-11,Limpopo,Paid Search,3,NATIVE,932,0,Active
C005274,2021-03-23,Gauteng,Paid Search,36,NATIVE,2621,0,Churned
C005275,2020-01-21,Western Cape,Email,20,NATIVE,1789,0,Active
C005276,2024-10-01,Limpopo,Email,40,NATIVE,1376,0,Active
C005277,2022-12-12,Eastern Cape,Paid Search,57,NATIVE,2125,0,Active
C005278,2023-04-04,Western Cape,Referral,4,NATIVE,4224,0,Active
C005279,2021-11-20,Eastern Cape,Social,56,NATIVE,4005,0,Active
C005280,2022-07-16,Eastern Cape,Organic,26,NATIVE,85,0,Active
C005281,2023-12-06,Eastern Cape,Paid Search,59,NATIVE,1766,0,Active
C005282,2021-05-21,Limpopo,Email,14,NATIVE,3676,0,Active
C005283,2023-01-16,Gauteng,Paid Search,21,NATIVE,5867,0,Churned
C005284,2022-01-15,Gauteng,Social,13,NATIVE,161,0,Active
C005285,2023-03-25,Eastern Cape,Referral,33,NATIVE,1941,0,Active
C005286,2022-07-26,Western Cape,Referral,28,NATIVE,5002,0,Active
C005287,2021-10-17,Limpopo,Email,22,NATIVE,3442,0,Active
C005288,2022-02-12,Gauteng,Referral,6,NATIVE,1410,0,Active
C005289,2021-12-11,KwaZulu-Natal,Paid Search,28,NATIVE,3498,0,Active
C005290,2022-02-23,Eastern Cape,Email,5,NATIVE,192,0,Active
C005291,2023-10-15,Western Cape,Social,21,NATIVE,5960,0,Active
C005292,2023-09-18,Eastern Cape,Social,5,NATIVE,6003,0,Active
C005293,2022-12-24,Limpopo,Paid Search,5,NATIVE,6049,0,Active
C005294,2020-03-20,Eastern Cape,Social,15,NATIVE,5196,0,Active
C005295,2024-06-20,Western Cape,Organic,6,NATIVE,7011,0,Active
C005296,2020-12-19,KwaZulu-Natal,Referral,7,NATIVE,4072,0,Active
C005297,2020-08-04,Eastern Cape,Email,7,NATIVE,765,0,Active
C005298,2024-03-21,Limpopo,Email,13,NATIVE,2329,0,Active
C005299,2020-08-25,Western Cape,Email,47,NATIVE,6151,0,Active
C005300,2021-12-02,Western Cape,Referral,8,NATIVE,2512,0,Active
C005301,2021-10-15,Limpopo,Referral,45,NATIVE,6383,0,Active
C005302,2021-07-08,KwaZulu-Natal,Referral,7,NATIVE,5066,0,Active
C005303,2024-11-12,Eastern Cape,Email,13,NATIVE,1696,0,Churned
C005304,2023-10-07,KwaZulu-Natal,Social,57,NATIVE,3382,0,Active
C005305,2020-02-24,KwaZulu-Natal,Organic,46,NATIVE,4401,0,Active
C005306,2024-08-14,KwaZulu-Natal,Paid Search,58,NATIVE,447,0,Active
C005307,2022-03-04,Eastern Cape,Referral,27,NATIVE,5127,0,Active
C005308,2023-11-22,KwaZulu-Natal,Referral,31,NATIVE,3900,0,Active
C005309,2022-09-14,Gauteng,Referral,15,NATIVE,3879,0,Active
C005310,2023-02-20,KwaZulu-Natal,Social,56,NATIVE,6673,0,Active
C005311,2021-04-11,Limpopo,Social,7,NATIVE,5084,0,Active
C005312,2022-07-06,Gauteng,Organic,30,NATIVE,3649,0,Active
C005313,2022-03-08,Gauteng,Organic,42,NATIVE,5441,0,Active
C005314,2021-07-07,Eastern Cape,Referral,58,NATIVE,1107,0,Active
C005315,2022-04-01,Eastern Cape,Organic,15,NATIVE,3372,0,Churned
C005316,2021-02-04,Gauteng,Organic,39,NATIVE,4575,0,Active
C005317,2024-11-16,KwaZulu-Natal,Email,15,NATIVE,1272,0,Active
C005318,2023-10-11,Western Cape,Email,4,NATIVE,6676,0,Active
C005319,2024-02-11,Western Cape,Paid Search,23,NATIVE,558,0,Active
C005320,2021-03-02,Gauteng,Email,40,NATIVE,3784,0,Active
C005321,2022-07-08,Gauteng,Paid Search,19,NATIVE,3920,0,Active
C005322,2023-06-13,Limpopo,Referral,3,NATIVE,5469,0,Active
C005323,2022-02-13,Eastern Cape,Social,27,NATIVE,3171,0,Active
C005324,2021-05-16,Eastern Cape,Social,12,NATIVE,748,0,Churned
C005325,2023-09-21,Gauteng,Email,49,NATIVE,3096,0,Active
C005326,2021-08-23,Limpopo,Email,46,NATIVE,3536,0,Active
C005327,2020-04-17,Western Cape,Referral,51,NATIVE,2104,0,Active
C005328,2020-04-09,Western Cape,Paid Search,45,NATIVE,4498,0,Active
C005329,2021-04-01,Limpopo,Referral,14,NATIVE,1674,0,Active
C005330,2022-02-23,Eastern Cape,Organic,11,NATIVE,2092,0,Churned
C005331,2021-01-21,Gauteng,Email,31,NATIVE,1410,0,Active
C005332,2021-09-25,Eastern Cape,Organic,56,NATIVE,4829,0,Churned
C005333,2021-11-12,Western Cape,Social,19,NATIVE,1288,0,Churned
C005334,2022-12-25,Limpopo,Email,53,NATIVE,4713,0,Active
C005335,2023-07-10,KwaZulu-Natal,Paid Search,42,NATIVE,3907,0,Active
C005336,2023-06-27,KwaZulu-Natal,Paid Search,17,NATIVE,1099,0,Active
C005337,2020-08-26,Limpopo,Email,23,NATIVE,2338,0,Active
C005338,2021-05-10,Limpopo,Referral,43,NATIVE,2938,0,Active
C005339,2023-07-11,Limpopo,Paid Search,14,NATIVE,3974,0,Churned
C005340,2023-05-05,KwaZulu-Natal,Email,9,NATIVE,2228,0,Active
C005341,2024-04-01,Limpopo,Organic,13,NATIVE,3983,0,Active
C005342,2024-06-18,Western Cape,Paid Search,20,NATIVE,5067,0,Active
C005343,2024-04-08,Eastern Cape,Social,16,NATIVE,1953,0,Active
C005344,2024-07-04,KwaZulu-Natal,Organic,57,NATIVE,5099,0,Active
C005345,2024-03-19,Gauteng,Social,57,NATIVE,4146,0,Active
C005346,2024-07-05,Limpopo,Referral,20,NATIVE,165,0,Active
C005347,2021-08-02,Gauteng,Email,30,NATIVE,4148,0,Active
C005348,2021-11-16,Western Cape,Email,7,NATIVE,1756,0,Active
C005349,2023-02-12,KwaZulu-Natal,Organic,20,NATIVE,6714,0,Active
C005350,2022-11-12,Western Cape,Organic,17,NATIVE,1258,0,Active
C005351,2020-01-06,KwaZulu-Natal,Paid Search,7,NATIVE,1226,0,Active
C005352,2020-09-06,KwaZulu-Natal,Organic,51,NATIVE,1007,0,Churned
C005353,2022-09-07,Western Cape,Email,24,NATIVE,7135,0,Active
C005354,2020-12-22,Limpopo,Email,44,NATIVE,2135,0,Active
C005355,2021-05-22,Limpopo,Social,36,NATIVE,4217,0,Active
C005356,2022-01-19,Western Cape,Email,30,NATIVE,6822,0,Active
C005357,2023-11-18,Western Cape,Paid Search,42,NATIVE,6819,0,Active
C005358,2020-04-22,Limpopo,Referral,12,NATIVE,6147,0,Churned
